SOC [%],Voltage [V],Frequency [Hz],Re(Ztot) [Ohm],-Im(Ztot) [Ohm]
90,1.48320023333333,1.2596742,0.701859,0.34534375
90,1.48318671666667,1.0000639,0.754540366666667,0.3407946
90,1.48319323333333,0.79363066,0.80134765,0.33157825
90,1.48320213333333,0.63090527,0.842129066666667,0.320908133333333
90,1.48318975,0.50154078,0.880633666666667,0.3155664
90,1.48318355,0.39774463,0.914690016666667,0.309080416666667
90,1.48319403333333,0.3161931,0.944588733333333,0.303730633333333
90,1.48320675,0.25122195,0.9706432,0.299556333333333
90,1.48320961666667,0.19933917,0.997538966666667,0.2994613
90,1.48320071666667,0.15860692,1.02480943333333,0.303838233333333
90,1.4831907,0.12593903,1.05075535,0.308883366666667
90,1.4831907,0.10007046,1.07589443333333,0.313808066666667
90,1.48313586666667,100003.71,0.159225861666667,-0.0588875666666667
90,1.48318545,79433.273,0.158315926666667,-0.04548567
90,1.48321151666667,63093.824,0.157851248333333,-0.0347732333333333
90,1.48322455,50122.477,0.158313245,-0.0276233
90,1.48323155,39814.059,0.157264053333333,-0.020124385
90,1.48323726666667,31621.139,0.158180176666667,-0.0149427615
90,1.48323996666667,25116.91,0.158433486666667,-0.0109856438333333
90,1.48324076666667,19948.785,0.158463558333333,-0.00730697
90,1.48324378333333,15847.683,0.158957501666667,-0.0040186855
90,1.48324378333333,12590.93,0.159731905,-0.00147549838333333
90,1.48324346666667,10002.226,0.160354843333333,0.0009773067
90,1.48324648333333,7943.999,0.161959926666667,0.00310789883333333
90,1.4832449,6307.7339,0.162961611666667,0.0043574425
90,1.4832441,5011.604,0.16406407,0.00587912083333333
90,1.48324473333333,3981.2744,0.165730893333333,0.00715449633333333
90,1.48324458333333,3161.0117,0.166907983333333,0.00869861116666667
90,1.48324521666667,2510.8032,0.168871716666667,0.00944361333333333
90,1.4832449,1995.6388,0.1703473,0.0109717598333333
90,1.48324426666667,1585.5074,0.17148445,0.0111930221666667
90,1.48324426666667,1258.7913,0.173428133333333,0.013084917
90,1.48324505,1000.3202,0.174843283333333,0.0133851965
90,1.48324441666667,794.23785,0.176770966666667,0.015198237
90,1.48324315,631.00964,0.178576266666667,0.0160675061666667
90,1.4832433,501.44418,0.1811677,0.01757842
90,1.4832433,398.08914,0.1836206,0.01968946
90,1.48324361666667,316.31589,0.185091083333333,0.0209018283333333
90,1.48324315,251.04433,0.1876543,0.0234938783333333
90,1.48324283333333,199.55299,0.189662683333333,0.0261812683333333
90,1.48324346666667,158.42841,0.1928288,0.02887655
90,1.48324155,125.84567,0.1961048,0.0323318633333333
90,1.4832433,100.03201,0.198336616666667,0.0374788933333333
90,1.48324203333333,79.415512,0.2018407,0.0423458466666667
90,1.48324155,63.082298,0.205609916666667,0.04881897
90,1.48324123333333,50.144421,0.20935345,0.0562955433333333
90,1.48324235,39.808914,0.214133866666667,0.0659492816666667
90,1.48324108333333,31.629555,0.219650333333333,0.0770762416666667
90,1.48323996666667,25.104433,0.226677216666667,0.0904650583333333
90,1.4832387,19.955299,0.2350727,0.10689042
90,1.4832371,15.857577,0.24668505,0.126386691666667
90,1.4832406,12.600809,0.26116885,0.148423423333333
90,1.48324235,10.003201,0.279386483333333,0.1746554
90,1.48324013333333,7.9395323,0.30506595,0.202648766666667
90,1.4832433,6.3105812,0.33606665,0.232174833333333
90,1.48324633333333,5.0080128,0.373783033333333,0.261944883333333
90,1.4832352,3.9778516,0.419556733333333,0.290134483333333
90,1.48323456666667,3.1629555,0.472192716666667,0.31306155
90,1.48323091666667,2.5136747,0.528751933333333,0.330571783333333
90,1.48322486666667,1.99553,0.5882839,0.341542566666667
90,1.48323551666667,1.5853286,0.647228166666667,0.344011816666667
90,1.48322535,1.2596742,0.7033612,0.3423431
90,1.48323758333333,1.0000639,0.754859283333333,0.335189383333333
90,1.48322836666667,0.79363066,0.802745583333333,0.328635766666667
90,1.48322168333333,0.63090527,0.8449061,0.320328083333333
90,1.48323583333333,0.50154078,0.881580916666667,0.31174715
90,1.48323838333333,0.39774463,0.915652983333333,0.3053623
90,1.48322645,0.3161931,0.9481941,0.303950683333333
90,1.48321691666667,0.25122195,0.97782755,0.303323766666667
90,1.48322026666667,0.19933917,1.00530235,0.303659216666667
90,1.48323456666667,0.15860692,1.0284315,0.304228183333333
90,1.48324855,0.12593903,1.05046773333333,0.305665366666667
90,1.48325125,0.10007046,1.0752724,0.310877683333333
80,1.42231321666667,100003.71,0.165084143333333,-0.05652075
80,1.42231496666667,79433.273,0.164277385,-0.0442603183333333
80,1.42231686666667,63093.824,0.163702358333333,-0.03448045
80,1.42231878333333,50122.477,0.16378204,-0.02635404
80,1.42231781666667,39814.059,0.16378657,-0.0195160266666667
80,1.42231846666667,31621.139,0.164373248333333,-0.0141329033333333
80,1.42231893333333,25116.91,0.163893958333333,-0.00969943033333333
80,1.42232051666667,19948.785,0.164989968333333,-0.0063903915
80,1.42231941666667,15847.683,0.16528522,-0.00286085433333333
80,1.42231956666667,12590.93,0.165895898333333,-0.0001925264
80,1.42232036666667,10002.226,0.166914216666667,0.000982486483333333
80,1.42232085,7943.999,0.168285483333333,0.00390905983333333
80,1.42232051666667,6307.7339,0.1695892,0.005189782
80,1.422321,5011.604,0.170635616666667,0.0066919625
80,1.42232211666667,3981.2744,0.172513083333333,0.00769864516666667
80,1.42232258333333,3161.0117,0.174736416666667,0.0087611825
